Profile: Function timing, sorted by time
Date:    Tue May 18 23:47:02 2004


Program Statistics
------------------
    Command line at 2004 May 18 23:44: "D:\Games\QUAKE\qmb-V1" 
    Total time: 57509.028 millisecond
    Time outside of functions: 396.411 millisecond
    Call depth: 96
    Total functions: 1598
    Total hits: 5580208
    Function coverage: 35.0%
    Overhead Calculated 11
    Overhead Average 11

Module Statistics for qmb-v1.exe
--------------------------------
    Time in module: 57112.618 millisecond
    Percent of time in module: 100.0%
    Functions in module: 1598
    Hits in module: 5580208
    Module function coverage: 35.0%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
   17879.584  31.3    17879.580  31.3      243 _GL_Upload32 (gl_draw.obj)
   11655.393  20.4    29538.733  51.7      243 _GL_LoadTexture (gl_draw.obj)
    4629.376   8.1     4629.376   8.1   346261 _Draw_Character (gl_draw.obj)
    2239.026   3.9     3944.217   6.9     1117 _Surf_DrawTextureChainsFour (gl_renderworld.obj)
    1787.329   3.1     1947.054   3.4       52 _png_read_image (libpng12.dll)
    1104.184   1.9     1105.238   1.9       40 _LoadTGA (gl_tga.obj)
    1070.506   1.9     1070.506   1.9   167998 _SV_HullPointContents (world.obj)
    1041.105   1.8     1083.349   1.9    17386 _EmitWaterPolysMulti (gl_warp.obj)
     925.001   1.6      925.001   1.6     1117 _DrawParticles (gl_rpart.obj)
     890.835   1.6      890.831   1.6        1 _SNDDMA_InitDirect (snd_win.obj)
     796.887   1.4      796.887   1.4        3 _VID_SetPalette (gl_vidnt.obj)
     741.288   1.3      741.288   1.3     1510 _GL_DrawAliasBlendedFrame (gl_mesh.obj)
     677.281   1.2      677.281   1.2     1160 _GL_EndRendering (gl_vidnt.obj)
     635.695   1.1      635.816   1.1        1 _VID_Shutdown (gl_vidnt.obj)
     559.872   1.0     1130.435   2.0   429763 _R_RecursiveWorldNode (gl_rsurf.obj)
     516.426   0.9      516.426   0.9     2234 _SNDDMA_GetDMAPos (snd_win.obj)
     436.461   0.8      460.967   0.8     4253 _R_DrawQ3Model (gl_md3.obj)
     428.789   0.8      428.217   0.7        1 _VID_SetFullDIBMode (gl_vidnt.obj)
     372.346   0.7      372.346   0.7    23078 _SND_PaintChannelFrom8 (snd_mix.obj)
     368.899   0.6      530.130   0.9   827642 _SV_RecursiveHullCheck (world.obj)
     358.278   0.6      358.278   0.6     1117 _R_Clear (gl_rmain.obj)
     336.081   0.6      618.575   1.1   326687 _R_CullBox (gl_rmain.obj)
     324.660   0.6      501.887   0.9    24171 _R_BuildLightMap (gl_rsurf.obj)
     312.215   0.5      408.766   0.7     4384 _S_TransferStereo16 (snd_mix.obj)
     281.727   0.5      281.727   0.5  1219409 _BoxOnPlaneSide (mathlib.obj)
     280.980   0.5      280.980   0.5     1205 _Sys_FileTime (sys_win.obj)
     245.381   0.4     1779.035   3.1     1117 _R_UpdateAll (gl_rpart.obj)
     226.970   0.4      226.970   0.4    43700 _RecursiveLightPoint (gl_rlight.obj)
     212.776   0.4      212.680   0.4        1 _VID_InitFullDIB (gl_vidnt.obj)
     180.622   0.3      184.959   0.3     1118 _Sys_SendKeyEvents (sys_win.obj)
     177.228   0.3      177.228   0.3    15405 _R_AddDynamicLights (gl_rsurf.obj)
     168.552   0.3      198.457   0.3     2675 _R_DrawTextureChains (gl_rsurf.obj)
     165.747   0.3      165.747   0.3     7819 _Draw_AlphaFillFade (gl_draw.obj)
     158.497   0.3      158.497   0.3     2673 _fReadData (gl_png.obj)
     158.056   0.3      158.056   0.3     1173 _GL_DrawAliasFrame (gl_mesh.obj)
     157.189   0.3      157.189   0.3        1 _bSetupPixelFormat (gl_vidnt.obj)
     156.977   0.3      156.998   0.3        1 _GL_UploadLightmap (gl_rsurf.obj)
     145.399   0.3      145.399   0.3     9212 _Draw_AlphaPic (gl_draw.obj)
     139.636   0.2      139.636   0.2     4468 _Draw_AlphaFill (gl_draw.obj)
     127.479   0.2      176.419   0.3      122 _ResampleSfx (snd_mem.obj)
     125.051   0.2     2053.207   3.6     1117 _R_DrawEntitiesOnList (gl_rmain.obj)
     123.967   0.2      123.967   0.2    40587 _R_MarkLights (gl_rlight.obj)
     105.156   0.2      971.653   1.7        1 _VID_SetMode (gl_vidnt.obj)
     105.017   0.2      105.017   0.2   130470 _VectorNormalize (mathlib.obj)
     104.095   0.2      106.850   0.2     1117 _R_PolyBlend (gl_rmain.obj)
      99.914   0.2       99.914   0.2     4487 _Snd_WriteLinearBlastStereo16 (snd_mix.obj)
      98.242   0.2      109.439   0.2     1117 _CL_RelinkEntities (cl_main.obj)
