Profile: Function timing, sorted by time
Date:    Mon May 17 15:41:00 2004


Program Statistics
------------------
    Command line at 2004 May 17 15:37: "D:\Games\QUAKE\qmb-V1" 
    Total time: 104254.589 millisecond
    Time outside of functions: 466.259 millisecond
    Call depth: 87
    Total functions: 1626
    Total hits: 6861296
    Function coverage: 34.9%
    Overhead Calculated 8
    Overhead Average 8

Module Statistics for qmb-v1.exe
--------------------------------
    Time in module: 103788.330 millisecond
    Percent of time in module: 100.0%
    Functions in module: 1626
    Hits in module: 6861296
    Module function coverage: 34.9%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
   31554.327  30.4    31554.327  30.4      259 _GL_Upload32 (gl_draw.obj)
   21100.821  20.3    21100.821  20.3   569756 _GL_Bind (gl_draw.obj)
    3774.391   3.6     7846.847   7.6     4055 _R_DrawTextureChains (gl_rsurf.obj)
    2838.560   2.7     5499.210   5.3   349879 _R_CullBox (gl_rmain.obj)
    2834.969   2.7     2951.800   2.8   849416 _SV_RecursiveHullCheck (world.obj)
    2664.427   2.6     2761.756   2.7       58 _png_read_image (libpng12.dll)
    2659.953   2.6     2659.953   2.6  1311553 _BoxOnPlaneSide (mathlib.obj)
    2178.900   2.1     2178.900   2.1        1 _bSetupPixelFormat (gl_vidnt.obj)
    1762.360   1.7     2113.648   2.0   608427 _Draw_Character (gl_draw.obj)
    1453.206   1.4     6618.749   6.4   230211 _R_RecursiveWorldNode (gl_rsurf.obj)
    1320.749   1.3     1321.784   1.3       43 _LoadTGA (gl_tga.obj)
    1127.733   1.1     1541.781   1.5    19237 _EmitWaterPolysMulti (gl_warp.obj)
    1073.426   1.0     1123.283   1.1     1169 _DrawParticles (gl_rpart.obj)
     905.662   0.9      905.662   0.9     1627 _Sys_FileTime (sys_win.obj)
     882.827   0.9      882.810   0.9        1 _VID_InitFullDIB (gl_vidnt.obj)
     836.863   0.8     1495.220   1.4   152723 _CL_TruePointContents (gl_rpart.obj)
     775.149   0.7      775.149   0.7   180491 _SV_HullPointContents (world.obj)
     735.088   0.7      735.208   0.7        1 _VID_Shutdown (gl_vidnt.obj)
     711.181   0.7      711.181   0.7     2337 _SNDDMA_GetDMAPos (snd_win.obj)
