Profile: Function timing, sorted by time
Date:    Mon May 17 16:19:50 2004


Program Statistics
------------------
    Command line at 2004 May 17 16:17: "D:\Games\QUAKE\qmb-V1" 
    Total time: 60339.270 millisecond
    Time outside of functions: 807.372 millisecond
    Call depth: 89
    Total functions: 1624
    Total hits: 5818599
    Function coverage: 34.2%
    Overhead Calculated 29
    Overhead Average 29

Module Statistics for qmb-v1.exe
--------------------------------
    Time in module: 59531.898 millisecond
    Percent of time in module: 100.0%
    Functions in module: 1624
    Hits in module: 5818599
    Module function coverage: 34.2%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
   24594.264  41.3    24594.236  41.3      235 _GL_Upload32 (gl_draw.obj)
    9633.592  16.2     9681.446  16.3     9569 _Draw_AlphaPic (gl_draw.obj)
    7110.339  11.9    31702.523  53.3      233 _GL_LoadTexture (gl_draw.obj)
    1855.539   3.1     1889.815   3.2       46 _png_read_image (libpng12.dll)
    1585.326   2.7      174.539   0.3     4102 _R_DrawTextureChains (gl_rsurf.obj)
    1160.629   1.9     1165.217   2.0       41 _LoadTGA (gl_tga.obj)
    1128.524   1.9     1128.524   1.9     1136 _DrawParticles (gl_rpart.obj)
     923.259   1.6      332.940   0.6    20007 _EmitWaterPolysMulti (gl_warp.obj)
     857.435   1.4      857.435   1.4        1 _Sys_PageIn (sys_win.obj)
     848.152   1.4      844.841   1.4        1 _VID_SetFullDIBMode (gl_vidnt.obj)
     686.543   1.2      686.543   1.2     1630 _GL_DrawAliasBlendedFrame (gl_mesh.obj)
     675.149   1.1      675.149   1.1     1179 _GL_EndRendering (gl_vidnt.obj)
     628.893   1.1      628.893   1.1     1115 _Sys_FileTime (sys_win.obj)
     618.230   1.0      618.230   1.0        1 _bSetupPixelFormat (gl_vidnt.obj)
     562.016   0.9      562.078   0.9        1 _VID_Shutdown (gl_vidnt.obj)
     524.464   0.9      524.464   0.9      188 _Sys_FileRead (sys_win.obj)
     516.475   0.9      516.475   0.9     2272 _SNDDMA_GetDMAPos (snd_win.obj)
     489.352   0.8      489.352   0.8        3 _VID_SetPalette (gl_vidnt.obj)
     398.058   0.7      397.829   0.7        1 _SNDDMA_InitDirect (snd_win.obj)
     359.125   0.6      343.915   0.6     4836 _S_TransferStereo16 (snd_mix.obj)
     350.616   0.6      350.616   0.6     1136 _R_Clear (gl_rmain.obj)
     329.384   0.6      220.963   0.4     3996 _R_DrawQ3Model (gl_md3.obj)
     306.866   0.5      286.498   0.5     1137 _Sys_SendKeyEvents (sys_win.obj)
     287.815   0.5     2537.654   4.3        1 _VID_Init (gl_vidnt.obj)
     237.375   0.4      237.375   0.4     7952 _Draw_AlphaFillFade (gl_draw.obj)
     208.331   0.3      208.331   0.3    24837 _SND_PaintChannelFrom8 (snd_mix.obj)
     176.325   0.3      175.512   0.3        1 _VID_InitFullDIB (gl_vidnt.obj)
     156.472   0.3      156.472   0.3     1492 _GL_DrawAliasFrame (gl_mesh.obj)
     149.774   0.3     1297.291   2.2        1 _VID_SetMode (gl_vidnt.obj)
     145.618   0.2      153.595   0.3     1136 _R_PolyBlend (gl_rmain.obj)
